Industry,Work-life balance,Transparency,Toxic culture (R),Supportive culture,Strategy,Leadership,Innovation,Open to feedback,Agility,Ticker,Listing status,preperiod__prior_roa,preperiod__prior_revenue_growth,preperiod__prior_operating_margin,preperiod__prior_stock_return,preperiod__prior_stock_volatility,outcomes_longitudinal__forward_roa,outcomes_longitudinal__forward_operating_margin,outcomes_longitudinal__forward_revenue_growth,outcomes_longitudinal__secondary_no_washout_excess_tsr,outcomes_longitudinal__primary_three_month_washout_partial_excess_tsr,outcomes_longitudinal__sensitivity_six_month_washout_partial_excess_tsr,preculture_controls_longitudinal__publication_safe_roa_average,preculture_controls_longitudinal__publication_safe_roa_trend,preculture_controls_longitudinal__publication_safe_operating_margin_average,preculture_controls_longitudinal__publication_safe_operating_margin_trend,preculture_controls_longitudinal__publication_safe_revenue_growth_average,preculture_controls_longitudinal__publication_safe_assets_level,preculture_controls_longitudinal__publication_safe_leverage_level,preculture_controls_longitudinal__fiscal_period_revenue_growth_trend,preculture_controls_longitudinal__stock_2020_2022_avg_return,pre2023_headcount__publication_safe_log_headcount
Grocery Stores,0.294685205,,-0.241678066,-1.123064117,,-1.004223199,,,,KR,Public (direct listing),0.033716334596422606,,0.025216117428637736,-0.02747897311754066,0.3325320728135944,0.019516786645600318,0.012801235420815215,0.012154599510318276,-0.2057092961585787,-0.3471385231112114,-0.18916938803388028,0.05127118504986254,-0.012715383885320798,0.02154491362503038,0.0013498870721403622,0.044488615323286705,49086000000.0,0.009187955832620298,0.015701511673474493,0.19169992812695882,12.948009990259552
Grocery Stores,-1.270782511,,0.328555682,1.361277247,,-0.345273681,,,,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Software & IT Services,0.360685759,-0.518465286,0.517236452,0.070671349,-0.955832676,-0.330737639,-0.747439473,-0.27574938,-1.149323964,KD,Public (direct listing),-0.1743737228487096,,-0.0358578549606046,-0.3922366308459302,0.6257463777883576,0.017008117510630073,0.0420090113967665,-0.008157894736842142,-0.8479263474022667,-0.9391784933048206,-0.7228946493357027,-0.17749120889657,,,,-0.0408129569459329,13213000000.0,,,-0.4908723038962577,11.407564949312402
Industrials,0.81519758,0.45563214,-0.154281999,-0.189634137,0.564999963,0.192432537,0.071156999,-0.496580026,0.20025954,LHX,Public (direct listing),0.03167879727956091,-0.042213988997417795,0.11305825811745399,-0.032585280545261996,0.3019868584063116,0.04203143864247189,0.09934599813142324,0.11925175370226038,0.49201625394067805,0.028591480137103886,-0.08129098755057251,0.0530087579191785,-0.02303645150935353,0.18261737775376483,-0.022498810531157647,0.4282129759556616,34709000000.0,,-0.46626211874480616,0.05131732030646041,10.757902880692196
Life Sciences & Biopharma,-0.260916787,-0.67284835,-1.009040354,-1.609719797,1.007712525,-0.001051163,-0.674212192,-1.016983121,1.338078072,LH,Public (direct listing),0.06346284563212289,-0.09684761839510969,0.1476917371184855,-0.1908183696578818,0.286472626853918,0.051028911414839576,0.11107026201552579,0.057546859585662524,-0.07873086951631314,-0.2418687113371344,-0.19895790237027733,0.07993127821405344,0.03548439088081449,0.164084006638613,0.04353497799713207,0.181510462581415,20385400000.0,,-0.14346504739647656,0.1818547848628118,
Business Services,1.425242668,1.329315445,0.212695733,-1.242046274,1.293027979,0.741006686,,0.405994488,0.978150513,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Industrials,0.718174641,1.190104109,0.963430617,0.292148787,0.759550406,1.264570253,-0.056623754,0.592153099,0.889491984,LDOS,Public (direct listing),0.052406089817152474,0.04797262866710339,0.07870241733814949,0.17367029590716632,0.24907268390408732,0.10098086509085062,0.12181891626752842,0.036513545347467646,-0.11000480971832682,-0.4367648296347787,-0.46820200729506734,0.05939543534926644,-0.01771799248692729,0.08317130346432554,0.00012138668336872611,0.11383239118566413,13261000000.0,,-0.06462918930568522,0.0481076596387795,10.6689553946757
Specialty Retail & Apparel,-1.003880785,,0.073205398,-0.974033676,,-0.494502149,,,,LXOTY,Subsidiary (proxy = parent listing),,,,,,,,,,,,,,,,,,,,,
Industrials,1.206937185,-0.919986189,-0.375835048,0.915584944,-0.543109653,0.476185158,0.293936901,-0.509567666,-1.562807949,FINMY,Public (direct listing),0.032432999790077674,0.040891404315528845,0.06110242642561001,0.1961347301191425,0.4222112245336922,,,,0.37536659150070517,-0.05047606409994865,-0.13639217330397302,0.020649071496529125,,0.05935620799434029,,,28379000000.0,0.16550970788258923,,-0.05368169823357279,
Specialty Retail & Apparel,0.25348612,,0.908612921,0.14565072,,-0.067123349,,,,LEVI,Public (direct listing),0.09425618602802345,0.07021287669806897,0.10816068475829199,-0.328151074272115,0.45995823727320173,0.09302150812378819,0.10933099404404635,0.14127587110296047,0.12360396001163987,0.025467993986271864,-0.1689093101826773,0.05483907746390115,0.00029190937488702005,0.06608807430821632,0.010362061550176023,0.0335579416566103,5900069000.0,,0.14879893318827156,-0.0023529948271571546,9.717157974344635
Software & IT Services,1.147934408,0.32892116,0.912416955,0.581907891,0.432378183,0.927831298,-0.104176856,0.573869637,0.029946672,RELX,Public (direct listing),0.10322825194263693,0.18070127001656533,0.2693791652051912,-0.0743721795032587,0.2602312061077706,,,,-0.5671165693211037,-0.6128965543031853,-0.4280226462543504,0.10614807331505267,,0.25607399226946437,,,13858000000.0,0.4450137104921345,,0.0746510433081659,10.404262840448617
Industrials,-1.40261858,-1.947308054,-1.662953396,-1.182458057,-0.246065594,-0.813549649,0.085102945,-0.521308506,0.634727467,LPL,Public (direct listing),-0.0860719431887317,-0.12471573188377838,-0.0797286808114522,-0.5133455185907797,0.44302058987108395,-0.002944893658481273,0.024931260543920107,-0.08759602578471826,0.15768806379217737,0.3630573688476233,-0.08913501007422675,0.031088902584661342,,0.07465709852549579,,,38154515000000.0,0.33411857023998337,,-0.05900140903312908,11.166299856884498
Insurance,0.177340227,0.557511897,0.461308901,-0.026773244,-1.029960516,-0.298259887,,-0.267181286,-0.104208087,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Grocery Stores,-2.765222339,,-0.392012686,-0.531802592,,-1.216704799,,,,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Insurance,0.535158164,-0.038938961,-0.794162497,-0.641715636,-1.311099697,-0.235954481,,0.478956318,-0.675441392,LNC,Public (direct listing),0.004061842904187766,0.07520590741266675,,-0.5716702805536649,0.6145794327008671,0.004215655444661889,,0.12871077184054291,-0.09156919834666755,-0.17475736507240236,-0.2274308637397272,0.0025459718277030976,0.000490502549376963,,,0.05659436630629788,387301000000.0,0.0007745913385196527,-0.01684040869574357,-0.076458419843684,9.291736010180175
Internet,-0.341603215,0.21990984,0.286035184,0.892858795,0.372898722,-0.346892059,-1.995424842,-0.147818679,-1.584872611,MSFT,Subsidiary (proxy = parent listing),0.19936958666812848,0.17956070629670173,0.4205527815604983,-0.2434522090087542,0.3539072800348959,0.19154348720631584,0.4680164512855316,0.18297034224873698,-0.26499507406637535,-0.3140284822112842,-0.2664684470559123,0.16670871372907348,0.02239054624312979,0.3870437966575919,0.02831939129610859,0.16377790772708015,364840000000.0,0.007534809779629427,0.02155248191196963,0.22681885855562814,12.30591798049989
Restaurants & Fast Food,1.144319903,,0.775090945,-0.067462463,,0.426524337,,,,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Media & Entertainment,-1.277962059,0.164300212,-0.421907339,1.963127107,0.629027469,0.698284351,-0.715526263,0.927616583,0.916238697,LYV,Public (direct listing),0.01618629327626699,1.66114621372726,0.04136073942642442,-0.406011594358052,0.44568267351520924,0.003522040701492085,0.02903228048316439,0.12149550119052654,-0.01027799719536815,-0.11273407710344263,-0.0783020249599713,-0.06722768599058625,-0.02578102651356855,-0.3089269688836068,-0.04739524912387414,0.7645845111315004,14402318000.0,,1.2499884603339564,0.09715376953161077,6.327936783729195
Financial Services,-0.616975681,-0.719619133,-0.696012419,-0.160183043,-0.469221165,-1.013673189,,-2.604476944,-1.051744103,LYG,Public (direct listing),0.004381756687130894,-0.016785101690762083,,-0.16267307798421282,0.4154173839592897,0.005365960695080822,,0.1041533546325879,0.3146674778536287,0.10884276502470458,0.10156027366481757,0.006524350695129861,,,,,886525000000.0,0.10360001127999774,,-0.036872618541818926,11.002099841204238
Grocery Stores,0.451102944,,1.108285754,1.078955384,,1.166880918,,,,LBLCF,Public (direct listing),0.05035782630351011,0.06270453263118303,0.05914625513238001,0.12930713703522323,0.23165148241924935,0.0667780441151546,0.0704725144742576,0.04171461449942471,0.028906735209103473,-0.1553100564396197,0.023733108437064665,0.051209919702845906,,0.05523791611811172,,,36614000000.0,0.45212213907248594,,0.25534485303958937,
Industrials,1.699880937,1.011620825,0.639076573,-0.372840319,0.904631963,1.159705967,-0.214158362,0.53639639,-1.102830267,LMT,Public (direct listing),0.1083963691376702,-0.015810512499254248,0.12651551891367604,0.38148428768314546,0.2637824538230069,0.08047887702330579,0.09882033392804836,0.0032288593219396144,0.16850900113135836,-0.07481333329614892,-0.06154269256647593,0.12413264403514634,,0.1360748165383927,,,50873000000.0,0.2293947673618619,,0.12768667517521748,11.643953727376632
Insurance,-1.451723639,-0.135315802,-1.058587031,2.185712038,0.780040163,0.606227747,,1.004712256,1.168270351,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Grocery Stores,-1.043179019,,-1.541533642,-0.54889216,,-0.894596173,,,,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Specialty Retail & Apparel,-0.127292546,,0.202343559,-0.557141251,,-0.749980742,,,,LOW,Public (direct listing),0.18911290322580646,,0.12564155844155844,-0.19211002697384205,0.3343910279308184,0.12702723378212974,0.11547464239271782,0.102627806975633,-0.23016524362184176,-0.2803814399813742,-0.2615553883431856,0.12237052169467591,0.03825614854003443,0.09429336284402516,0.022804216643940528,0.10929016668637992,44640000000.0,0.5440188172043011,0.031244511287593073,0.2617035739843326,12.206072645530174
Financial Services,0.534052659,-1.382060422,-1.049308297,-0.372785699,-1.830103569,-0.518570095,,0.055415415,-0.409368773,LPLA,Public (direct listing),0.08918812945399107,0.11397673566183952,0.1439265419305706,0.23316167495235574,0.41413194217008714,0.0494745000829559,0.0895323921593199,0.34561977674701994,-0.2929452927010012,-0.4998080541866654,-0.2722229296590356,0.07506954005004811,-0.01883508116358983,,,0.17940484773583432,7991600000.0,0.35212523149306774,0.035051450690266425,0.33976383265999877,8.68270762989381
Software & IT Services,-0.580187938,-0.286358812,-0.190998844,-1.015418877,0.81792185,0.435768918,0.405226306,-0.026196882,1.064928216,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Industrials,-2.226965563,-2.417697291,-1.96133039,-2.719733804,-2.020937029,-4.183302947,3.185995178,-2.017983168,1.184784572,LCID,Public (direct listing),-0.16555661854610815,21.432997676219983,-4.265162838036703,-0.8359507606962497,0.8053019395171817,-0.4004764279168882,-2.6843792530297095,0.2017332629930908,-0.9100460969289871,-0.9137061840112494,-0.8686815861358591,-0.32730968509003056,,-56.451108406181994,,,7881713000.0,0.27829432510420005,,0.6562814318995978,7.611347717403621
Specialty Retail & Apparel,-1.024808888,,0.483414665,2.765697749,,1.053243338,,,,LULU,Public (direct listing),0.19733461636045724,,0.21972721040779705,-0.13546166476430754,0.49882996632898624,0.17983396277090932,0.18288286125201644,0.04258012536593192,-0.7289540646150434,-0.7011998741892405,-0.3995335486559165,0.1917162966022966,-0.01602433066418838,0.20936889113667487,-0.0041768038780986465,0.24589253794947807,4942478000.0,,0.10561032924077067,0.1386690245244637,10.275051108968611
Telecommunications,1.37167054,0.247326418,0.151703811,-0.259755264,-1.556219003,-0.18264542,,-0.957492908,-1.147416794,LUMN,Public (direct listing),-0.03393843725335438,-0.11220602427998172,0.18840828470076668,-0.574604732286087,0.4819290462470744,-0.05257664907053076,-0.02351679181450615,-0.08893777498428657,0.7213240575121307,1.200440616870405,0.6722591763515484,-0.022357151186310213,0.05822026382016293,0.052887528323490494,0.18705587423888034,-0.0670238857393502,57993000000.0,,-0.007030258923907464,-0.11374746930576911,11.05089000537367
Specialty Retail & Apparel,-0.826153684,,-1.071909427,0.439881322,,-0.621257845,,,,,Subsidiary of private parent,,,,,,,,,,,,,,,,,,,,,
Specialty Retail & Apparel,-0.915158601,,-0.118771101,0.701716698,,-0.734889445,,,,,Subsidiary of private parent,,,,,,,,,,,,,,,,,,,,,
Internet,0.543373615,0.832250982,-0.022777464,-1.166525274,-0.281100857,0.342047696,-0.091195458,0.130835285,0.496795751,LYFT,Public (direct listing),-0.34775265992176774,0.27640982531995695,-0.3562558987676841,-0.7633964194710439,0.859214921789112,0.39075670095052,-0.025298400479515475,0.13813326970869655,-0.04246020525219585,-0.36484072090373854,-0.49162995329711967,-0.34776108116989607,0.1228956104083029,-0.6440273967029373,0.1907195935636458,-0.024962927083992503,4773884000.0,0.01178579119224514,0.33895386391833154,-0.24058086118481783,8.401333305321703
Financial Services,0.715599704,-1.55383637,-0.403393929,-0.208918309,0.264347537,-0.129941019,,-0.272255462,0.142197204,MTB,Public (direct listing),0.009923778209535196,0.34401207648440124,,-0.13651498526763406,0.35953672907319995,0.013775001263060931,,0.044232437120555135,0.05674276769592579,-0.11744062118143828,-0.015113469288722925,0.01198526231800002,,,,,155107160000.0,0.022470716374408506,,-0.012715899110421184,
Consumer Products,-1.857436669,1.489067625,-1.29478495,-1.339501671,0.904262284,-0.437055204,,0.375661339,1.709204113,EL,Subsidiary (proxy = parent listing),0.11429937828790053,0.09386370644464992,0.19980831031177765,-0.30164868531259525,0.42241442770066123,-0.012633884792215897,0.1054405716982404,0.045633802816901436,0.009604735297065625,-0.17592329728251732,-0.09524559794835086,0.08707378276171786,,0.13454865983678607,0.018836334089197253,0.06332425815384128,20910000000.0,,0.06607334551862802,0.14602364409214605,7.611842399580417
General Retail,1.118100225,,0.411934269,0.281320805,,0.517816964,,,,M,Public (direct listing),0.08129619101762366,,0.09012165833300524,-0.21678242168909256,0.6427762970268556,0.041007381942632634,0.03868838028169014,0.020655122052994024,0.4014463439039946,0.5814640008894554,0.09630252682308482,-0.014271957386755341,-0.017867885303751337,-0.013203368508482204,-0.021805619975217898,0.03331154571376175,17590000000.0,0.18499147242751562,0.2132912319649731,0.2837716658639431,11.394783614947668
Specialty Retail & Apparel,0.538641195,,0.884255653,1.78856899,,2.489392313,,,,JWN,Subsidiary (proxy = parent listing),,,,,,,,,,,,,,,,,,,,,
Supply Chain & Logistics,1.689828614,,0.147798137,1.035881498,,-0.246663143,,,,AMKBY,Public (direct listing),0.3116780529461998,0.31951705051224377,0.3763200824246587,-0.3109691436809625,0.48496368142780116,0.018387194957175244,,-0.026349373170182377,0.4455008566623522,0.1449985921869037,0.1359656399915976,0.24826002130868535,,0.30946639260685904,,,72271000000.0,0.2121874610839756,,0.3062778876125452,
Industrials,-1.360117185,-0.453002603,0.11255744,-0.820058451,0.794827144,-0.419585643,0.122900169,0.326600036,0.904940625,MGA,Public (direct listing),0.02130339342905466,0.04409248937696586,0.041569767441860465,-0.32359830568927395,0.43382524152961577,0.020780588267174566,0.053069325646236,0.03098619525275592,0.4875433856114524,0.4248610363113736,0.2470931913372827,0.04898460586860731,-0.008192422481957125,,,-0.030965029183471215,29086000000.0,0.01564326480093516,0.10806993163529625,0.07009252988010939,
Outsourcing & Staffing,0.40741055,,1.660048895,0.791400899,,1.404383634,,,,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Insurance,0.351640779,1.180702693,0.818816068,0.795962535,0.333902723,0.694453813,,0.832538476,-1.334430393,MFC,Public (direct listing),-0.0025189249228429306,-0.5962801423772999,,-0.059569807735206814,0.2910275291757155,0.006329237195264315,,0.3114772224679345,-0.0176918946244089,-0.019822941982648556,0.09953400484113906,0.007171791170196721,,,,,928220000000.0,0.012779298011247334,,0.008603341887086743,
Restaurants & Fast Food,0.562350181,,-0.163147321,-0.700510519,,1.129709941,,,,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
General Retail,-0.542287471,,0.671953225,0.905383898,,0.075825802,,,,MAKSY,Public (direct listing),0.03246711989325878,,0.05427602869978227,-0.5503133111887393,0.4806006045606954,,,,-0.3158078068071246,-0.2672943862632978,-0.17505032590540726,0.03246711989325878,,0.05427602869978227,,,9443400000.0,0.40326577292077004,,-0.021526678804220545,
Travel & Leisure,0.066445152,,1.403799948,1.266277751,,1.149095142,,,,MAR,Public (direct listing),0.09502317146886964,0.49909792884462734,0.16723631637221392,-0.09634900621360798,0.372734111887067,0.09347755308758095,0.16021371862888964,0.06243014529778068,0.2538585116761265,0.12632251846578013,0.30618385105256163,0.02767190146388493,-0.0039038429931531255,0.07335498461903413,0.020230618869599315,-0.09254826851945591,25553000000.0,0.005283137009353109,0.4975224528831421,0.03754111935817513,12.230765258120543
Consumer Products,1.018321524,0.237652444,0.654197348,1.450039266,0.431100539,0.519672108,,1.255029375,-1.624367607,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Insurance,-0.151671606,0.475260634,0.539358661,1.034759114,1.105001411,0.982491255,,0.897722311,-0.388754784,MMC,Public (direct listing),,,,,,,,,,,,,,,,,,,,,
General Retail,1.124179455,,0.697876481,0.81274554,,0.681745556,,,,TJX,Subsidiary (proxy = parent listing),0.11535083096166684,,0.09794026776519052,0.07529689413858454,0.3309426224668358,0.16543093472763898,0.12256430241621201,0.09244146136831666,0.05383677374716056,0.015165887768267439,-0.05634618601384456,0.11535083096166684,,0.09794026776519052,,,28461000000.0,0.43947858472998136,,0.11223350651946669,12.736700896592344
Financial Services,1.138002341,0.565262081,1.421761758,0.451467882,0.136677431,0.310259888,,0.523160759,-2.049527615,MA,Public (direct listing),0.25643012085528355,0.17755772082185972,0.5721095471511445,-0.06278879554248196,0.32236864296987416,0.2947105420061895,0.5945372580217448,0.15834482758620694,-0.2943962350817233,-0.3562934199839787,-0.27343188101816274,0.2330599567965209,-0.02352866565632913,0.3556215966648934,-0.024528733390462243,0.10457908671110333,37669000000.0,0.02102524622368526,,0.051012004280469335,7.611347717403621
Software & IT Services,1.76375416,0.941123948,1.471517895,1.915217348,1.359777937,1.328728205,0.66061422,1.025792523,-1.14292478,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Specialty Retail & Apparel,-3.09221231,,-1.042366695,-0.782175843,,-1.523758263,,,,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Outsourcing & Staffing,-0.170619092,,-0.002989295,0.350428067,,0.250551049,,,,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Business Services,0.922223216,0.160892887,-0.725401927,-0.213431576,-0.446134189,0.07379887,,-1.081849585,0.08549846,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Business Services,-0.202113731,0.469106683,0.860608517,0.282707031,0.047333837,0.506135025,,0.26379832,1.317148874,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Restaurants & Fast Food,0.466907171,,1.262316523,0.192297638,,0.969717168,,,,MCD,Public (direct listing),0.12247301509251401,-0.001761192615909346,0.44625140194978863,0.023203485292921933,0.19811988831884142,0.14480528961475084,0.4598651849152851,0.09437447523089837,-0.26870798502163873,-0.2815509943879315,-0.19843190240881203,0.1189377666664181,0.006641128031642461,0.41919006084739846,0.007805760798119587,0.060186071309403566,53854300000.0,0.0,0.04346368629097886,0.1342994192044169,7.613324979540639
Business Consulting,-1.639451465,0.729854175,0.31663388,-0.829661999,0.656342349,1.077326661,,1.258116772,1.344198619,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Life Sciences & Biopharma,-0.963183014,0.157767955,-1.589415584,0.102111167,1.278835346,-0.134713867,-0.622991177,0.568144971,2.002485043,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Life Sciences & Biopharma,-0.197916585,0.193297692,0.268867583,-0.711569894,-0.611318812,-0.647499832,-1.105757225,0.59764562,-1.649975116,MDT,Public (direct listing),0.05538519031446126,,0.1864545856214101,-0.25148020616324496,0.2531813256558725,0.05235108265113908,0.18774578555124716,0.09857734961353204,-0.2416120300332072,-0.3853416137219091,-0.34765282657679375,0.04964068911661832,-0.00028049588498019467,0.17531153602152802,-0.008759871635841547,0.013312632412129877,90981000000.0,,0.05294895771595496,-0.0957549813665813,14.50865773852422
General Retail,1.529951055,,-0.754875984,-0.435544234,,-0.507438874,,,,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Specialty Retail & Apparel,1.425717997,,0.666050261,-0.214603934,,0.35281482,,,,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Specialty Retail & Apparel,0.33552786,,-0.173093163,-0.573559215,,-1.173106047,,,,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Industrials,-0.983379225,0.159931222,0.09555649,-0.10119772,0.917313978,0.398389864,0.270272287,0.811454904,1.226773031,MBGYY,Public (direct listing),0.05576985943118666,0.12042451808533672,0.11921315584233787,-0.14069723953516244,0.41885149132894445,,,,-0.09213445328715064,-0.129015391971123,-0.12559070911392922,0.08854216779368128,,0.11185050749479061,,,259831000000.0,0.3611924674115098,,0.19112548728594247,
Business Consulting,0.780829226,0.161558209,-0.036824514,0.252598151,-0.092238469,0.350081993,,0.371934196,-0.565175266,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Life Sciences & Biopharma,0.538983822,1.399314441,1.378933558,0.405873108,1.225783837,0.997149661,0.084595776,1.222071156,-0.630405423,MRK,Public (direct listing),0.13300659582264565,0.21721008541392894,0.3083852031779768,0.43999490802951224,0.19914626002133806,0.06972026062190316,0.1972083688115801,0.048747504668684494,0.22642383948732414,0.25260889637338635,0.20002197246591846,0.10574943639456386,0.003416404611065096,,,0.019715289098014566,105694000000.0,0.02176093250326414,0.09628651153704476,0.14493718759899898,
Tech Giants,-1.157180581,0.287929238,-0.971097528,-0.246696269,-1.660147836,-1.074576888,-0.033804232,-0.337053493,0.116398691,META,Public (direct listing),0.12491452508251358,-0.011193175554782941,0.24821411726367604,-0.6445872504904356,0.6735691624907264,0.20763034991127757,0.4121333072822173,0.3307888642057002,-0.20034971177896543,-0.3548620646662244,-0.2550660848461701,0.18624166263667044,0.04929704970596546,0.3719264404648419,0.02858575608187622,0.2938948226610909,165987000000.0,,-0.11357853892104243,-0.0305850707064023,11.18400464450185
Insurance,0.087609447,1.197683176,0.275986219,-0.034528985,0.772679075,-0.36313354,,0.765700494,-1.29826976,MET,Public (direct listing),0.007968968679117804,0.06380393270839257,,0.1232937610899878,0.2526315295052438,0.004973591110753794,,0.017935258092738326,-0.2663271102150344,-0.18601011688089475,-0.10658810513524153,0.007797881646597185,0.00033018085184812466,,,0.2910922210775646,759708000000.0,,-0.01653446228869786,0.17741957132375394,10.6689553946757
Grocery Stores,0.89999776,,0.715445373,0.564138128,,0.708410819,,,,MTRAF,Public (direct listing),0.06313566594285629,0.03314007547995401,0.06967054725261926,0.07550249718478685,0.21336984578039314,0.06943690707627206,0.06708671269298658,0.0413654045907248,-0.32277538061819555,-0.39960940150497626,-0.17760982101580847,0.060549878238094185,,0.06819449762074058,,,13592100000.0,0.3357832858792975,,0.12492865521874526,
Travel & Leisure,0.168717308,,-1.180568359,-0.133086372,,0.007487755,,,,MGM,Public (direct listing),0.032239480842750294,0.35612553124231683,-0.13051113751034565,-0.2427184887342595,0.48584600461082145,0.004399256468653869,0.06947399592409259,0.04153205386289072,0.07810014741471472,-0.052576689215137806,0.12057983098385328,0.02095369791412037,-0.014909558723252062,0.13879922547790025,-0.03502570251844832,0.13770552847855633,40899116000.0,0.02445040621415876,0.477976980494174,0.06414696051942555,10.645424897265505
Specialty Retail & Apparel,0.040412238,,-0.077237798,0.856006245,,1.020616862,,,,CPRI,Subsidiary (proxy = parent listing),,,,,,,,,,,,,,,,,,,,,
Specialty Retail & Apparel,-0.231617559,,0.725742504,-0.410773095,,0.11734614,,,,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Tech Giants,0.808783278,-0.185773259,0.415959101,0.349168605,-0.039408454,0.097734853,0.196043105,-0.150927212,-0.924748453,MSFT,Public (direct listing),0.19936958666812848,0.17956070629670173,0.4205527815604983,-0.2434522090087542,0.3539072800348959,0.19154348720631584,0.4680164512855316,0.18297034224873698,-0.26499507406637535,-0.3140284822112842,-0.2664684470559123,0.16670871372907348,0.02239054624312979,0.3870437966575919,0.02831939129610859,0.16377790772708015,364840000000.0,0.007534809779629427,0.02155248191196963,0.22681885855562814,12.30591798049989
Life Sciences & Biopharma,1.709545822,-0.833977297,-0.012876552,-0.919998344,-0.83016081,-0.929296228,-0.470691768,-1.334304032,-1.037155999,MRK.DE,Subsidiary (proxy = parent listing),,,,,,,,,,,,,,,,,,,,,
Industrials,-1.451905576,0.706724847,-0.303714203,3.088558053,0.880447226,0.981882898,1.913811099,1.500381687,1.070124606,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Restaurants & Fast Food,-2.338627155,,-0.351317554,-0.194425524,,0.099967717,,,,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Outsourcing & Staffing,-0.287866664,,-0.104525607,0.129144074,,-0.417633993,,,,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Financial Services,0.032159037,-2.07818307,0.022966581,-0.183274012,0.07168123,-0.570648173,,0.853875734,-2.040878493,MUFG,Public (direct listing),0.003025805315901444,,,0.1183986678343596,0.28823809031795744,0.005865710733182383,,0.33530934026404835,0.2989500947456192,0.1263430701809869,0.057242735120590194,0.003025805315901444,,,,,373731910000000.0,0.05113952405080958,,0.09512439394845122,
Restaurants & Fast Food,0.186570865,,0.433981075,0.234565961,,-1.610722757,,,,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Life Sciences & Biopharma,-2.95283522,-1.424625851,-2.765855409,-1.549706895,-1.75170432,-2.203323537,3.533893946,-1.90849583,-0.75504025,MRNA,Public (direct listing),0.3233815453631371,0.06421966621560671,0.4990728476821192,-0.14373841731113568,0.7161796161151569,-0.2663275729086323,-1.5480943738656987,2.635514018691589,0.602300119773344,0.40845759794062286,0.5714981432373705,-0.323401211257929,,-9.063761231709545,,,1589422000.0,,,1.823331234493706,7.90100705199242
Insurance,0.916848156,-1.644524014,-0.933590601,-0.457484883,0.354248627,-0.348098708,,-0.595788985,0.440952111,MOH,Public (direct listing),0.06431703751827189,0.1513449281624717,0.04319134296616001,0.1191330478369339,0.29582904628923967,0.011775390686167047,0.011625069328896283,-0.03148829281421006,-0.9070931838392502,-0.6695831858985347,-0.23782268685121866,0.07772360211819952,-0.02730668835979365,0.051421981119080556,-0.012653404859032283,0.29196920557330275,12209000000.0,,-0.0013968805025452212,0.36994239738265317,
Consumer Products,0.312563415,-0.019316808,-0.032227737,0.568923704,-0.128444214,0.325503666,,0.429186686,-0.232753305,MDLZ,Public (direct listing),0.03818102612385998,0.09665738161559889,0.1205232410464821,0.015902283380337057,0.20804175761811344,0.03661921420977097,0.09663138611846123,0.08235799420165368,-0.40509182297871027,-0.32614669244182803,-0.15256905519455455,0.058823815960458554,0.0020683227918143208,0.15184254221646856,0.006725302510752767,0.05401701267277215,67092000000.0,,0.03454718469986877,0.10169512867568524,11.27720313144916
Software & IT Services,-0.351981358,1.223757125,0.420985468,1.71537218,0.029907892,1.716091511,1.275483342,0.354093504,-0.714717274,MDB,Public (direct listing),-0.12527249480320773,,-0.3311626927540279,-0.5587353439740151,0.9120073158298375,-0.007991896292432911,-0.04158393851211901,0.25245622151711977,0.40088825555439955,0.3922009582570847,-0.09468040778562736,-0.14550848503483005,-0.002839642810258087,-0.3506130032625016,0.010103104807254525,0.48644927168935276,2449588000.0,,-0.04967390595956699,0.5290680713064148,
Business Services,-1.889372355,-0.088113568,-3.383613687,-0.446994816,-1.414213378,-1.4220472,,-0.836350978,-0.023747475,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
